Institution,Year,Researchers,Supervisors,Publications,Rcenters,Projects
131,2015,16,9,44,3,6
131,2016,15.8,10,48,3,5
132,2011,18.9,11,43,3,5
132,2012,17,6,43,3,5
132,2013,16.5,8,45,3,5
132,2014,19,6,46,3,5
132,2015,18.6,7,49,3,5
132,2016,19.6,10,53,3,7
133,2011,16.9,13,22,2,2
133,2012,15.7,8,27,2,2
133,2013,16.2,8,29,2,2
133,2014,16.9,13.7,31,2,3
133,2015,17.4,10,31,2,2
133,2016,18.8,10,31,2,2
134,2011,15.9,7.5,31,3,3
134,2012,17.2,8,40,3,5
134,2013,15.6,8,40,3,4
134,2014,16.6,7.5,41,3,4
134,2015,15.8,9,42,3,4
134,2016,17.7,6,43,3,6
135,2011,8.9,4,22,2,2
135,2012,9.2,4,22,2,3
135,2013,8.4,4,28,2,3
135,2014,9.9,5,29,2,3
135,2015,12.2,5,34,2,4
135,2016,12.9,4.5,35,2,5
136,2011,5.9,4,17,2,1
136,2012,5.2,4,19,2,2
136,2013,4.7,4,21,2,2
136,2014,5.7,5,22,2,2
136,2015,7.7,5,22,2,3
136,2016,7.6,4,22,2,2
137,2011,5.9,5,13,3,1
137,2012,31.6,18,59,2,7
137,2013,29.5,18,62,2,10
137,2014,26.4,18,63,3,6
137,2015,26,18,64,2,9
137,2016,29.2,18,66,2,8
138,2011,11.9,12,26,2,3
138,2012,12.8,12,32,2,4
138,2013,13.4,12,33,2,4
138,2014,14.6,12,36,2,4
138,2015,15.6,12,37,2,5
138,2016,14.6,13,40,2,6
139,2011,15.9,11,36,2,4
139,2012,16.2,11,39,2,4
139,2013,17.6,11,44,2,5
139,2014,17.2,11,49,2,6
139,2015,18,10,49,3,5
139,2016,19.4,11,50,2,6
140,2011,12.9,8,22,2,2
140,2012,9.4,7,24,2,2
140,2013,13,8,25,2,3
140,2014,13.4,8,25,2,3
140,2015,12.9,8,25,2,3
140,2016,14,8,28,2,3
141,2011,6.7,13,13,2,1
141,2012,9.5,9,14,3,1
141,2013,8.8,9,15,3,1
141,2014,8.9,9,16,3,1
141,2015,8.7,9,17,3,2
141,2016,9,10,17,3,1
142,2011,25.9,16,47,3,5
142,2012,25,16,54,3,7
142,2013,26.5,16,65,3,10
142,2014,29.8,16,66,3,9
142,2015,30.6,18,74,3,7
142,2016,35.8,16,77,4,9
143,2011,1.4,2,7,2,1
143,2012,1.9,2,8,2,1
143,2013,3.6,3,9,2,1
143,2014,2.3,2,9,2,1
143,2015,3.8,2,9,2,1
143,2016,3.3,2.5,10,2,1
144,2011,7.6,4,22,2,3
144,2012,7.8,4,22,2,2
144,2013,7.9,4,23,2,2
144,2014,9.1,5,27,2,3
144,2015,10.5,5,29,2,3
144,2016,10.3,4.8,29,3,4
145,2011,21.9,12,35,2,5
145,2012,22.5,12,37,2,3
145,2013,22.5,12,41,2,4
145,2014,22.6,13,42,2,5
145,2015,24,12,45,2,5
145,2016,24,15,52,3,6
146,2011,3.9,3,12,2,1
146,2012,3.1,3,14,2,1
146,2013,4.3,3,15,2,1
146,2014,4.2,3,15,2,1
146,2015,4.8,3,15,2,2
146,2016,5.2,3,18,2,2
147,2011,11.9,8,22,2,2
147,2012,11.9,8,23,2,2
147,2013,12.4,8,24,2,2
147,2014,12.7,10,27,2,2
147,2015,14.9,8,29,2,3
147,2016,18.1,16,41,2,4
148,2011,8.9,7,13,3,1
148,2012,7.5,7,14,3,1
148,2013,7.9,7,14,3,1
148,2014,7.5,7,14,3,1
148,2015,6.7,6,14,3,1
148,2016,8.4,7,15,3,1
149,2011,11.9,6,29,2,2
149,2012,13.1,6,32,2,3
149,2013,10,7.7,32,2,3
149,2014,13.1,7,33,2,3
149,2015,13,7.5,34,2,3
149,2016,13.3,6,37,2,3
150,2011,3.9,11,11,2,1
150,2012,5.2,3.1,13,2,1
150,2013,6.6,11,15,2,1
150,2014,7.4,11,16,2,1
150,2015,5.6,11,17,2,1
150,2016,5.6,11,18,2,1
151,2011,2.9,4,8,2,1
151,2012,3.9,4,10,2,1
151,2013,4.4,4,10,2,1
151,2014,4.7,4,11,2,1
151,2015,3.9,4,11,2,1
151,2016,2.9,2,11,2,1
152,2011,9.9,6,20,3,2
152,2012,10.9,6,24,3,3
152,2013,13.6,7,26,3,3
152,2014,12.9,6,27,3,3
152,2015,13.6,7,30,3,3
152,2016,15.5,5,32,3,4
153,2011,13.9,4.4,18,2,1
153,2012,13,4.5,21,2,2
153,2013,13.9,4.5,22,2,2
153,2014,16.3,5,24,2,2
153,2015,16.4,6,28,2,5
153,2016,16.3,6,31,2,2
154,2011,22.9,17,35,3,3
154,2012,20.5,10,38,3,3
154,2013,21.5,10,43,3,5
154,2014,21.6,10,44,3,4
154,2015,19.3,11,53,4,6
154,2016,20.2,10,53,3,6
155,2011,11.9,5,33,3,5
155,2012,12.9,5,34,3,3
155,2013,13.3,5,39,3,4
155,2014,15,5,41,3,6
155,2015,16.4,5,44,3,6
155,2016,19.1,11,54,3,6
156,2011,33.9,33,57,3,4
156,2012,38.6,33,81,3,11
156,2013,41.7,33,116,3,17
156,2014,53,33,160,3,21
156,2015,57.5,33,174,3,29
156,2016,60.7,31.9,199,3,31
157,2011,20.9,16,24,3,3
157,2012,20.3,19.2,27,3,3
157,2013,18.7,16,27,3,3
157,2014,27.1,16,28,3,3
157,2015,26,16,38,3,5
157,2016,27.8,16,41,3,6
158,2011,14.9,13,33,3,3
158,2012,16.9,11.9,36,3,4
158,2013,18.7,13,45,3,5
158,2014,20.8,13,54,3,7
158,2015,21.1,13,61,3,8
158,2016,23.4,13,66,3,7
159,2011,12.3,13.3,21,2,2
159,2012,11,13,22,2,2
159,2013,11.9,13,26,3,2
159,2014,13.8,13,30,2,4
159,2015,16.9,13,33,2,5
159,2016,18.2,13,39,2,5
160,2011,9.9,11.8,16,2,3
160,2012,9.9,13,16,3,2
160,2013,16.2,13,23,3,3
160,2014,14.3,13,24,2,3
160,2015,17.4,13,27,2,5
160,2016,23.8,13,35,2,6
161,2011,18.9,17,41,3,5
161,2012,18.5,17,46,3,6
161,2013,20.6,17.6,46,2,5
161,2014,23.7,17,53,3,7
161,2015,21.7,17,56,3,7
161,2016,23.2,17,57,2,7
162,2011,8.9,15.6,22,2,2
162,2012,9.1,15.5,25,2,3
162,2013,10.9,15.5,25,3,3
162,2014,10.1,15.5,26,2,3
162,2015,10.1,15.5,26,3,3
162,2016,9,15.5,26,2,3
163,2011,17.9,15,25,3,2
163,2012,16,16.2,26,4,2
163,2013,19.5,15,32,4,3
163,2014,19.4,15,34,4,3
163,2015,18.1,15.8,36,4,4
163,2016,18.3,16.2,43,4,6
164,2011,30.4,11.8,44,2,7
164,2012,27.9,11,54,3,8
164,2013,31.5,15.5,55,2,6
164,2014,37.3,15.5,61,2,7
164,2015,44.9,15.5,71,2,13
164,2016,42.1,15.5,90,2,14
165,2011,22.5,17.7,45,2,7
165,2012,21.5,18,46,2,5
165,2013,21.9,18,46,3,6
165,2014,22,18,48,2,6
165,2015,23.3,18,53,2,5
165,2016,24.5,18,54,2,6
166,2011,18.9,12,59,3,6
166,2012,25.6,12.2,69,2,9
166,2013,28.9,12,82,2,9
166,2014,29.5,12,94,3,9
166,2015,30.6,14,96,4,11
166,2016,37.7,14,106,4,12
167,2011,17.4,11,20,2,2
167,2012,14.9,11,21,3,2
167,2013,20.9,11,25,2,3
167,2014,16.7,11,25,3,3
167,2015,23,11,31,3,5
167,2016,21.1,11,36,3,4
168,2011,10.9,12.5,21,2,2
168,2012,10.9,12.3,24,2,2
168,2013,13.9,12.5,34,2,3
168,2014,15,12.5,34,2,4
168,2015,14.4,12.5,38,2,5
168,2016,16.7,12.5,38,2,4
169,2011,10.9,7,22,3,2
169,2012,11.2,7.3,25,2,3
169,2013,10.5,7,27,2,4
169,2014,13.4,7,32,2,4
169,2015,14.9,7,32,2,5
169,2016,16,7,35,2,5
170,2011,6.2,5.1,13,3,1
170,2012,6.2,5.5,15,3,2
170,2013,6.9,5,15,2,1
170,2014,6.2,5.5,16,3,2
170,2015,8.1,5.5,17,3,2
170,2016,8.7,5.5,18,3,2
171,2011,7.9,3,9,2,1
171,2012,6.9,6.5,10,2,1
171,2013,6.4,3.6,10,3,1
171,2014,6.4,6.5,10,2,1
171,2015,8.4,6.5,10,3,1
171,2016,7.5,6.5,11,3,1
172,2011,8,8.8,10,2,1
172,2012,5.2,8.5,10,2,1
172,2013,5.9,8.5,10,2,1
172,2014,8.9,8.5,11,2,1
172,2015,6.9,8.5,11,2,1
172,2016,6.1,8.5,11,2,1
173,2011,6.4,5.5,13,3,2
173,2012,8.4,5.3,13,3,2
173,2013,6.2,5.5,14,3,2
173,2014,7.7,5.5,15,3,2
173,2015,8.3,5.5,15,3,2
173,2016,8.9,5.5,17,3,2
174,2011,5.4,11,15,2,2
174,2012,6.9,11,17,2,1
174,2013,6.9,11,18,3,1
174,2014,7.1,10.5,19,3,1
174,2015,6.9,11,19,2,1
174,2016,6.9,11,20,3,2
175,2011,8.9,7,22,2,2
175,2012,9.8,12.5,24,3,3
175,2013,10.9,12.5,25,3,3
175,2014,11,7.9,27,3,3
175,2015,10.3,12.5,27,3,3
175,2016,17.8,12.5,42,3,4
176,2011,14.8,7.7,25,2,2
176,2012,14.1,8.5,27,2,5
176,2013,15.5,8.5,27,2,4
176,2014,15.9,7.5,27,3,2
176,2015,15.4,8.5,30,2,2
176,2016,14.6,8.5,30,2,4
177,2011,5.9,10.5,14,2,2
177,2012,2.3,10.9,16,2,1
177,2013,4.6,10.5,25,2,2
177,2014,5.8,10.5,26,2,3
177,2015,5.5,10.5,28,2,3
177,2016,8,10.5,29,2,3
178,2011,11.2,10,25,3,2
178,2012,11.9,9,26,3,2
178,2013,12.7,10,27,3,2
178,2014,14.8,10,28,3,2
178,2015,14.4,10,32,3,2
178,2016,14.9,10,32,3,2
179,2011,12.8,8,29,3,2
179,2012,15.2,8,29,3,3
179,2013,14.2,8,29,3,2
179,2014,15.9,8,32,2,2
179,2015,14.4,8,32,3,2
179,2016,15.8,8,34,2,3
180,2011,15.9,27.3,40,3,5
180,2012,19.6,23,50,2,7
180,2013,21.8,25,55,2,7
180,2014,23.6,23,58,3,8
180,2015,21.7,32,59,3,7
180,2016,25.9,23,64,3,8
181,2011,18.9,24,28,2,3
181,2012,19.8,24,29,2,3
181,2013,18.9,24,30,2,3
181,2014,19.4,24,31,3,2
181,2015,20.5,24,32,3,2
181,2016,21.9,24,37,3,3
182,2011,1.5,3.2,8,2,1
182,2012,1.6,2,9,2,1
182,2013,5,4,12,2,1
182,2014,3.9,5,12,2,1
182,2015,4.5,5,13,2,1
182,2016,5.9,5,18,2,2
183,2011,23.9,16.7,43,3,5
183,2012,24.3,16.7,44,3,5
183,2013,22.8,16.7,45,3,5
183,2014,24.3,17.7,51,3,5
183,2015,22.5,17.1,52,3,5
183,2016,24.3,17.1,53,3,6
184,2011,34.2,20.9,68,3,10
184,2012,35.6,20.9,69,3,15
184,2013,38.9,20.9,70,3,13
184,2014,41.2,20.9,78,3,12
184,2015,36.6,20.9,80,3,11
184,2016,40,20.9,84,3,13
185,2011,11.3,9,22,2,1
185,2012,12.2,9,22,2,1
185,2013,13.9,9,23,2,1
185,2014,13.4,9,23,2,2
185,2015,12,9,26,2,2
185,2016,12.6,9,28,2,2
186,2011,24.9,16.1,38,3,3
186,2012,25.3,16.1,44,3,5
186,2013,26.2,16.1,45,3,5
186,2014,25.5,16.1,46,3,4
186,2015,28.6,16.1,70,3,7
186,2016,30.5,16.1,71,3,8
187,2011,11.9,10,21,2,2
187,2012,11.9,10,21,2,3
187,2013,10.1,10,23,2,2
187,2014,11.7,10,24,2,3
187,2015,12.3,10,26,2,2
187,2016,12.9,10,29,3,3
188,2011,30.5,20,53,3,4
188,2012,33.9,20,54,3,4
188,2013,31,20,56,3,4
188,2014,31.8,6.2,60,2,5
188,2015,28.8,6.2,60,2,7
188,2016,31.4,20,61,3,5
189,2011,20.9,12,40,2,4
189,2012,21.9,12.9,43,2,3
189,2013,23.4,13.7,48,2,4
189,2014,25.7,13.7,56,2,5
189,2015,26.6,13.7,59,2,5
189,2016,26,12.7,60,2,6
190,2011,8,8.3,17,2,1
190,2012,7.9,8.3,18,2,1
190,2013,8.5,8.3,19,2,1
190,2014,7.9,8.5,19,2,1
190,2015,7.9,8.4,20,2,1
190,2016,8.2,10.5,20,2,1
191,2011,8.7,8.3,26,2,2
191,2012,10.4,8.3,27,2,2
191,2013,9.9,11,27,2,3
191,2014,9.9,8.3,29,2,2
191,2015,10.7,8.3,29,2,3
191,2016,10.5,8.3,29,2,3
192,2011,8.9,4.3,16,2,1
192,2012,9.7,4.3,17,2,1
192,2013,8.5,4.3,18,2,2
192,2014,8.3,4.3,20,2,2
192,2015,9.1,4.3,20,2,2
192,2016,9.1,4.3,24,2,2
193,2011,18.9,8.1,41,3,3
193,2012,19.9,8.1,44,3,3
193,2013,18.7,8.1,45,3,4
193,2014,22.1,8.1,46,3,4
193,2015,22.3,8.1,53,3,4
193,2016,23.4,12,54,3,6
194,2011,8.5,4.6,17,3,2
194,2012,8.2,5,17,3,2
194,2013,9.1,5,19,3,3
194,2014,8.9,5,19,3,2
194,2015,8.9,5,20,2,2
194,2016,8.9,5,22,3,3
195,2011,9,5,12,3,1
195,2012,8.9,23,13,3,1
195,2013,10.1,5,14,2,1
195,2014,10.5,5,14,3,1
195,2015,9.4,5,15,3,1
195,2016,9.1,5,15,3,1
196,2011,16.9,8,51,3,7
196,2012,22.4,8,71,3,10
196,2013,25.8,8,74,3,12
196,2014,25.7,21,75,3,11
196,2015,55.6,35.3,139,4,22
196,2016,55.2,35.3,154,4,29
197,2011,10.9,5.6,22,3,2
197,2012,10.5,5.6,23,3,1
197,2013,10.2,8.8,23,3,2
197,2014,10.1,8.8,25,3,2
197,2015,11.8,5.6,25,2,2
197,2016,12.4,5.6,26,3,3
198,2011,4.9,4.5,8,2,1
198,2012,6.3,4,10,2,1
198,2013,5.9,4.5,10,2,1
198,2014,5.6,4,10,2,1
198,2015,7.8,4,12,2,1
198,2016,7.9,4.5,13,2,2
199,2011,7.9,8,14,3,2
199,2012,8.2,8,14,2,2
199,2013,9.9,8,14,3,1
199,2014,8.8,8,15,3,1
199,2015,8.4,8,16,2,1
199,2016,11.7,8,18,3,2
200,2011,30.9,13.8,73,3,5
200,2012,31.5,15,77,3,6
200,2013,32.3,15,88,3,9
200,2014,33.8,15,90,3,8
200,2015,36.2,15,94,3,9
200,2016,37.6,16,105,3,11
201,2011,16.9,12,37,3,4
201,2012,16.2,12,39,3,4
201,2013,17.4,15,40,3,4
201,2014,17.1,15,41,3,3
201,2015,18.6,15,42,3,4
201,2016,20.9,15,48,3,5
202,2011,9.9,5,17,2,1
202,2012,8.5,5,19,2,1
202,2013,10.5,5,21,2,2
202,2014,10.2,5,21,2,2
202,2015,10.9,5,23,2,2
202,2016,11.6,5,24,2,2
203,2011,10.9,4.6,21,3,2
203,2012,12.5,5.2,25,3,2
203,2013,11.6,4.4,26,3,2
203,2014,11.9,4.8,26,3,2
203,2015,11,4.8,27,3,2
203,2016,11.9,4.4,28,3,3
204,2011,12.9,6,21,3,1
204,2012,12.1,6,22,3,1
204,2013,12.2,6,23,3,2
204,2014,11.6,6,24,3,1
204,2015,12.1,6,24,3,2
204,2016,12.1,6,27,3,2
205,2011,13.9,5.8,19,2,1
205,2012,14.5,5.8,20,3,1
205,2013,12.7,5.8,20,3,1
205,2014,14.2,8,26,3,3
205,2015,15.7,8,35,3,3
205,2016,16.3,8,35,3,3
206,2011,14.9,12,35,3,3
206,2012,15.7,12,37,3,4
206,2013,13.8,12,38,3,4
206,2014,13.9,12,38,3,4
206,2015,14.4,12,39,3,4
206,2016,15.4,12,64,3,4
207,2011,34.4,26.5,53,3,6
207,2012,33.4,26.5,54,2,6
207,2013,32,26.5,56,3,5
207,2014,33,27,59,3,8
207,2015,30.6,26.5,60,3,7
207,2016,33.4,26.5,66,3,7
208,2011,15,11,24,2,1
208,2012,15.7,14,28,2,1
208,2013,16.6,14,34,2,3
208,2014,19.4,14,43,2,4
208,2015,19.8,14,47,2,4
208,2016,19.7,16,48,2,6
209,2011,9.1,12,14,3,2
209,2012,9.8,12,15,3,1
209,2013,11.7,12,18,3,2
209,2014,9.4,11.5,20,2,3
209,2015,10.8,11.5,20,2,4
209,2016,11.5,12,20,3,2
210,2011,16.1,14.5,25,3,2
210,2012,13.8,14.5,25,2,2
210,2013,15.4,14.5,29,2,2
210,2014,16,14.5,34,3,3
210,2015,13.9,14.5,40,3,5
210,2016,15.7,14.5,44,3,4
211,2011,13.6,13,22,3,3
211,2012,15.4,14.3,25,3,3
211,2013,17.6,15,29,3,4
211,2014,19.9,15,34,3,4
211,2015,23.9,15,36,3,3
211,2016,25.1,15,37,3,4
212,2011,7.1,6,18,2,2
212,2012,9,6.1,19,2,2
212,2013,8.8,6,22,2,2
212,2014,10.2,6,23,2,2
212,2015,12,6,26,2,3
212,2016,11.6,6,29,2,3
213,2011,8.3,8,12,2,1
213,2012,8.3,8,13,2,1
213,2013,7.9,8,14,2,1
213,2014,8.3,8,16,2,1
213,2015,8.4,8,16,2,1
213,2016,9.2,8,18,2,2
214,2011,14.1,10,27,3,3
214,2012,15.1,10,30,2,3
214,2013,13.9,10,32,3,3
214,2014,20.9,11,35,3,3
214,2015,20.2,11,35,3,3
214,2016,21.9,9.5,38,2,4
215,2011,24.1,7,35,2,3
215,2012,23.2,7.5,36,2,2
215,2013,19.1,23.2,36,2,4
215,2014,19.7,22.6,38,2,4
215,2015,21.4,7.5,39,2,4
215,2016,20.2,24,41,2,4
216,2011,4.5,6.4,6,2,1
216,2012,4.3,6.5,7,2,1
216,2013,4.9,6.4,7,2,1
216,2014,3.9,6.4,8,2,1
216,2015,3.3,6.4,8,2,2
216,2016,5.3,6.4,8,2,3
217,2011,26.9,9.8,42,3,5
217,2012,26.9,9.8,46,3,6
217,2013,27.2,9.8,48,3,7
217,2014,28.5,9.8,48,3,6
217,2015,26.7,9.8,52,3,7
217,2016,27.8,9.8,53,3,9
218,2011,18.4,9,35,3,4
218,2012,17.8,9,35,3,4
218,2013,16.7,9,41,3,5
218,2014,16.1,9,41,3,5
218,2015,19,9,44,3,5
218,2016,17.8,9,44,3,6
219,2011,19.3,13,47,3,5
219,2012,22.2,13,51,3,5
219,2013,25.9,13,60,3,6
219,2014,28,13,66,3,7
219,2015,27.6,13,70,3,8
219,2016,28.4,13,72,3,9
220,2011,13.6,16,26,2,3
220,2012,13.4,16,29,2,4
220,2013,12.7,16,29,2,4
220,2014,13,16,30,2,3
220,2015,14,16,33,2,5
220,2016,22,16,45,2,5
221,2011,16.4,28,40,3,6
221,2012,23.7,28,56,3,7
221,2013,31.5,28,61,3,7
221,2014,29.2,28,66,3,10
221,2015,37.6,28,76,3,8
221,2016,37.7,28,84,3,12
222,2011,1.7,5.6,8,2,1
222,2012,2.1,5.6,9,2,1
222,2013,2.8,5.6,10,2,1
222,2014,3.4,5.6,11,2,1
222,2015,5.9,5.6,16,2,2
222,2016,7.1,6,18,2,2
223,2011,9.7,2,18,2,1
223,2012,9.9,2,19,3,2
223,2013,9.9,2,20,3,2
223,2014,9,2,21,3,2
223,2015,10.4,2,22,3,2
223,2016,10,2,24,3,2
224,2011,23.6,30.5,42,2,7
224,2012,20.2,11.5,46,2,7
224,2013,25,11.5,51,2,9
224,2014,20.2,11.5,53,2,8
224,2015,23.4,11.5,55,2,9
224,2016,27.7,11,59,2,9
225,2011,17.5,9.5,36,3,4
225,2012,18.8,9.5,37,2,6
225,2013,19.5,9.6,41,3,6
225,2014,18.9,9.5,48,2,7
225,2015,19.6,9.5,49,3,8
225,2016,21.5,9.5,52,3,8
226,2011,12.4,18,15,2,1
226,2012,13.9,18,16,2,1
226,2013,14.5,18,16,2,1
226,2014,16.9,18,19,2,1
226,2015,17.2,18,20,2,1
226,2016,16.2,18,20,2,1
227,2011,16.9,20.5,26,3,1
227,2012,19.3,20.5,26,3,2
227,2013,19,20.5,28,3,2
227,2014,18.1,22,29,3,3
227,2015,20.2,20.5,31,3,3
227,2016,19.4,20.5,34,3,3
228,2011,20.1,11,36,2,2
228,2012,22.4,11,43,2,3
228,2013,22.1,11,45,2,4
228,2014,20.7,11,49,2,3
228,2015,22.7,11,49,2,5
228,2016,22.5,11,53,2,5
229,2011,8.7,15,19,2,2
229,2012,9.4,15,21,2,1
229,2013,10.1,15,21,2,2
229,2014,10.2,15,23,2,2
229,2015,13,15,25,2,1
229,2016,16,15,31,2,2
230,2011,11.7,18,19,3,1
230,2012,14.9,18,25,3,1
230,2013,15.3,18,25,3,1
230,2014,15.6,18,26,3,1
230,2015,14.9,18,26,3,1
230,2016,13.4,18,27,2,1
231,2011,6,15,13,2,1
231,2012,6,15,13,2,1
231,2013,6.9,15,15,2,1
231,2014,9.2,15,20,2,1
231,2015,11.1,15,23,2,2
231,2016,12.5,15,28,2,3
232,2011,20.5,18,34,3,6
232,2012,22,18,40,2,7
232,2013,22.7,18,43,3,6
232,2014,26.2,18,49,3,7
232,2015,26.2,18,52,3,7
232,2016,25.3,18,61,2,8
233,2011,50.9,33.5,116,3,16
233,2012,53.6,25.3,118,3,21
233,2013,63.5,33.5,169,3,27
233,2014,62.7,33.5,175,3,28
233,2015,63.7,33.5,196,3,27
233,2016,79.2,37,242,3,37
234,2011,12.9,6,24,3,2
234,2012,16,6,31,3,3
234,2013,16.8,6,32,3,3
234,2014,15.6,6,33,3,4
234,2015,19.3,6,33,3,3
234,2016,18.7,6,37,3,3
235,2011,23.4,23,44,3,5
235,2012,24.3,20.6,58,3,5
235,2013,26.7,24,60,3,6
235,2014,26.1,23,61,3,5
235,2015,24.6,23,61,3,7
235,2016,23.5,23,66,3,5
236,2011,8.9,9,14,2,1
236,2012,7.2,9,17,2,2
236,2013,8.8,9,18,2,2
236,2014,8,9,18,2,2
236,2015,10.7,9,19,2,2
236,2016,10.2,9,21,2,2
237,2011,9.3,4.5,12,2,1
237,2012,10.3,4.5,13,2,1
237,2013,7.9,4.5,13,2,1
237,2014,9,4.5,14,2,1
237,2015,7.6,4.5,14,2,1
237,2016,8.9,4.5,16,2,1
238,2011,11,14,18,2,1
238,2012,11,14,19,2,1
238,2013,11.1,14,19,2,1
238,2014,11.5,14,23,2,1
238,2015,11.4,14,23,2,1
238,2016,10.8,14,23,2,1
239,2011,15.8,11,29,2,4
239,2012,17.1,11,37,2,6
239,2013,18.8,11,39,2,6
239,2014,18,11,41,2,7
239,2015,19.2,11,50,2,7
239,2016,20.9,11,55,2,9
240,2011,3.9,8,8,2,1
240,2012,6,8,9,2,1
240,2013,5.2,8,9,2,1
240,2014,4.5,8,10,2,1
240,2015,5.2,8,10,2,1
240,2016,6.4,8.5,11,2,1
241,2011,4,5.5,10,2,1
241,2012,5.8,5.5,10,2,1
241,2013,4.8,5.5,10,2,1
241,2014,6.4,5.5,11,2,1
241,2015,5.7,5.5,12,2,2
241,2016,5.9,5.5,14,2,1
242,2011,11.6,7,20,2,2
242,2012,12,7,21,2,2
242,2013,11,7,22,2,3
242,2014,12.9,7,22,2,2
242,2015,12.9,7,22,2,3
242,2016,15,7,23,2,3
243,2011,4.7,12,13,2,1
243,2012,6.8,12,16,2,1
243,2013,8.6,12,16,2,1
243,2014,8.8,12,17,2,2
243,2015,9.2,12,17,2,2
243,2016,8.9,12,21,2,2
244,2011,6.5,7.5,12,2,2
244,2012,4.8,7.5,13,2,1
244,2013,7.4,7.5,13,2,2
244,2014,10.6,7.5,21,2,2
244,2015,13.8,7.5,23,2,3
244,2016,16.1,8,29,2,3
245,2011,21.9,28,28,2,3
245,2012,23.9,28,33,3,4
245,2013,25.7,25,34,3,5
245,2014,24.7,28,35,3,4
245,2015,26.3,28,37,3,5
245,2016,24,28,37,3,4
246,2011,2.1,3,11,2,1
246,2012,3.8,3,12,2,1
246,2013,3.4,3,13,2,2
246,2014,5.5,3,15,2,1
246,2015,4.9,3,15,2,1
246,2016,7.4,3,21,2,3
